reviewer_name,rating,date,review_text,wisata,visit_time
Uli,5,7 bulan lalu,"Tiket weekend 110k/pax, agak kaget opennya siang banget jam 12. Super rame di area pasar terapung, kalo di area koleksi mobil/motor ga begitu rame. Koleksi lumayan lengkap, walking distance aja dari aston inn, areanya lumayan bersih",Museum Angkut,Akhir pekan
Aulia A R,5,5 bulan lalu,"Antrian beli tiket di ecommerce lebih panjang daripada beli tiket on the spot. Jadi mending beli tiket di tempat aja. Harga sama. Kebetulan masuk habis makan siang, jadi bisa kebagian nonton shownya tiap jam .",Museum Angkut,Hari biasa
Beni YS,5,1 tahun lalu,"Siapkan kamera dan langkah kaki Tiket masuk Rp 120.000,- dapat semua area dan kupon Rp 10.000,- utk tukar dengan makanan atau minuman. Dari pameran sepeda, motor, mobil, suasana Pecinan, Eropa, Amerika.... Banyak dan lengkap",Museum Angkut,Hari biasa
Scottish Fold,5,1 tahun lalu,Udah puluhan kali ke museum angkut dan pasar apung. Gak pernah gagal dalam menghibur. Yg plg seru gangster show nya jam stengah 5 sore. Anak2 pada seneng and dance bareng superheroes. Pasar apung paling the best view and atmosphere nya ketika malam hari. Jgn lupa naik boat per orang 20k. Worth it bgt lah! Will comeback soon!,Museum Angkut,Hari biasa
saniscaya hadi,5,1 tahun lalu,"Wahana museum yang sangat menyenangkan, bukan hanya anak-anak, tapi juga orang dewasa pehobi otomotif dan dirgantara. Ada banyak koleksi mobil yang tertata apik dengan banyak tema. Tidak cukup satu jam untuk menyelesaikan rute museumnya. Ada role playing juga untuk anak menjadi pemadam kebakaran, seru banget. Setelah dari museum bisa ngemil di pasar apung yang ada persis di exitnya.",Museum Angkut,Hari biasa
Anggun Restu,5,7 bulan lalu,"Baguss bangett, emg wisata kota batu selalu toppp. Cocok buat piknik keluarga atau study tour💓💓💓",Museum Angkut,Akhir pekan
Violita Angelina,5,1 tahun lalu,"Worthed to buy ticket here! Jadi kemarin kesini waktu high season, dapat harga 100k / orang (adult) Start jam 12.30 , barusan buka udah rame banget. Tapi ga yang sampe crowded karena waktu itu masih puasa juga. Seharian muter disini ga berasa! 🤩 Bener-bener ga bakalan bosen disini. Tau-tau udah malem ajaaa Karena sianganya belom sempat makan akibat keasyikan nungguin jadwal show drifting dan ujan deras setelah itu, akhirnya kita makan sore dan jajan streetfood gituu di pasar apung. And you know what?! Makanan yg kita beli disini, bener-bener totally enak. Dari yang menu middle east, japanese dann korean. Pulangnya keluar dari sini udah malem, perut kenyang, balik hotel tinggal istirahat aja deh.",Museum Angkut,Hari libur nasional
niken rahmawati,4,1 minggu lalu,Kesini pas liburan anak sekolah..hri sabtu Ya..sm aja sih isinya kyak pas aku bujang..hehhhehe 😄😄😄..skrng dh punya anak,Museum Angkut,Akhir pekan
Beryl Joe,5,1 tahun lalu,"Salah satu Destinasi wisata yang wajib di kunjungi di Batu Malang. Cocok untuk di kunjungi bareng pasangan, keluarga, dan teman2. Saran saya kunjungi dulu Jatimpark 2 di Pagi hari baru siang ke Museum Angkut karena ada Parade mulai Jam 2 siang sampai Jam 5 sore",Museum Angkut,Akhir pekan
Rina Arsana,5,2 bulan lalu,Tempat luas banget . Pameran mobil banyak . Setiap ke malang pasti mampir,Museum Angkut,Hari biasa
handito dito,5,2 bulan lalu,"Pameran mobilnya menarik, banyak mobil yang bagus” shownya juga sangat rame heboh dan keren",Museum Angkut,Hari libur nasional
Ihsan Adnandito Setyohutomo,5,1 tahun lalu,"Seru jalan jalan disini, tempatnya menyenangkan. Dateng kesini trus pas ada kaya festival atau apa ya nggak ngerti. Jadi seru bisa divideoin. Oiya catatan, yang bawa kamera professional ada biaya tambahan.",Museum Angkut,Hari biasa
andyan anindito,5,1 tahun lalu,"Selain Jatim Park 1, 2, dan 3, Museum Angkut adalah destinasi wajib yang harus kalian kunjungi jika berwisata ke Kota Batu. Jaraknya tidak jauh dari Kota Malang. Kalau mau ke Museum Angkut, usahakan jam WIB sudah masuk di dalam museum karena jam WIB ada pertunjukan mobil yang seru banget. Setelah pertunjukan mobil, ada display kostum superhero macam Marvel dan DC. Pengunjung juga akan diarahkan ke panggung hiburan di tengah-tengah museum. Lama perjalanan menyusuri museum sekitar 2 sampai 3 jam. Banyak mobil-mobil buatan luar negeri dan juga bangunan dan tradisi dari luar negeri pula. Tersedia Musholla di dekat pintu masuk atau keluar museum. Tiket masuk juga bisa digunakan untuk potongan harga kalau kalian mau beli makanan atau minum di museum. Rekomendasi banget buat piknik keluarga.",Museum Angkut,Hari libur nasional
riska rahma dea,5,7 bulan lalu,"Wuah semua instalasi dan arenya emang kweren buat dikunjungi pasangan, bisnis trip, family! Cocok",Museum Angkut,Hari biasa
adinda kusuma,5,5 bulan lalu,"Tempat rekreasi yg cocok buat segala usia, banyak spot poto yg bagus, better datang pas sore sampai malam krn ga panas dan view malam hari juga bagus bgt",Museum Angkut,Akhir pekan
Wahyudin Wahyu,5,1 bulan lalu,Cocok buat keluarga ke sini tp perjalanan lumayan,Museum Angkut,Akhir pekan
Saftri Kurniawan,5,1 tahun lalu,"AMAZING...!!! setiap jam 15.15 ada atraksi drift mobil yg ciamik dan menakjubkan. parkiran juga cukup luas, jadi ga usah khawatir ga kebagian tempat parkir. jarak parkiran ke pintu masuk juga deket. parkir motor ga perlu cemas keujanan karena tertutup. harga makanan juga masih lumayan terjangkau untuk standar tempar wisata. must visited place kalo berkunjung ke kota batu. overall, 9/10",Museum Angkut,Hari biasa
Heyou Nuka,5,6 bulan lalu,"Udah lama banget gak main2 ke sini, akhirnya ke sini lagi, ada beberapa yang berubah termasuk udah ada angsa2 lucu 😂",Museum Angkut,Akhir pekan
Kumolo Saputro,5,1 tahun lalu,"Siapkan waktu minimal setengah hari untuk explore musium keren ini, karena banyak hal yang bisa dinikmati ditempat ini. Museum ini memiliki tema transportasi, mulai dari keret kuda/lembu, sepeda,sepeda motor, mobil, kereta api sampai helikopter dan pesawat. Tempatnya nyaman baik indor maupun out dornya. Petugasnya ramah ramah,ada juga petugas yang cosplay jadi super hero. Semua toilet bersih dan ada hampir di semua tema. Foodcourt nya berbentuk pasar apung, ada masakan indonesia, thai, Korea,Jepang dan china. Untuk makanan jepangnya rasanya enak baik takoyaki maupun ramennya, rasa yg koreannya kurang otentik menurut saya. Akses museum mudah. Pakai mobil pribadi maupun online bisa.",Museum Angkut,Akhir pekan
Andhika Nurarif,5,1 bulan lalu,"Tempatnya bagus, bersih, ramah anak dan yg paling penting anak dan ortu happy",Museum Angkut,Hari libur nasional
tata15,5,7 bulan lalu,"tapi saya bertanya² apakah attitude karyawan juga di tes atau tidak? apakah sopan menertawakan, mengejek, dan menggosip i pengunjung? 5 Desember 2024, pukul 15.50. di pintu keluar itu ada 2 perempuan yang sepertinya karyawan, yang saya tidak tahu tugas mereka itu apa. tapi saat saya dan teman-teman saya sedang menunggu jalan terbuka agar bisa lewat (karena posisi sedang sangat ramai dan hujan) saya tidak sengaja melihat mereka berdua sedang berbincang sambil menunjuk² dan menertawakan teman saya. lalu saat kita sudah di depan pintu kita menunggumu sebentar karena hujan dan sedang melihat kemana kita mau jalan dan teman saya ada yang tiba² sakit di situ, kemudian salah satu perempuan nya bilang ""kalo mau keluar keluar aja gausah nutupin jalan, banyak orang mau lewat"" ya saya mikir nya tuh, apa ga ada kalimat lain yang lebih sopan dan menghormati pengunjung? atau tidak pernah di ajarkan? kenapa sih mba kok kaya gitu? gajinya blm di bayar? yaudah kan kita langsung jalan sambil sedikit lari ke tempat yang bisa buat neduh, pas saya ngeliatin 2 mba2 itu mereka ngeliatin kita sambil ketawa sinis. padahal karyawati yang lain ramah, baik. itu aja sih yg bikin kecewa, terimakasih untuk menerima kritik ini dengan bijaksana, tolong di improvisasi.",Museum Angkut,Tidak diketahui
Helena Ambarita,5,1 tahun lalu,"Tempatnya sangat luas dan arah tur sudah disediakan, dari pintu masuk hingga keluar. Jika membeli tiket via Tiket/Traveloka, tetap harus ke loket untuk menukarkan kode pembelian menjadi wristband. Per lokasi dibagi menjadi area negara tertentu. Untuk yang tidak tertarik pada kendaraan pun, akan menikmati tur ini. Kita bisa melihat evolusi kendaraan dari awal dibuat hingga penyempurnaannya saat ini. Tiap pukul 15.15/15.30 ada pertunjukkan mobil di area Europe. Untuk tipe santai, satu perjalanan butuh waktu 2.5-3 jam. Di beberapa titik ada tempat duduk untuk istirahat sebelum melanjutkan perjalanan, untuk area yang menjual makanan di dalam area museum, ada di area Jakarta (tengah tur) dan Paris (mendekati akhir). Sayangnya kita tidak bisa keluar di tengah area, tetap harus mengikuti seluruh rute yang ada. Jadi disarankan dalam kondisi fit saat melakukan tur di sini.",Museum Angkut,Akhir pekan
Grand MASTER,5,3 bulan lalu,Sangat bagus koleksinya original...mantab keren,Museum Angkut,Hari biasa
Rizkah Giyasusanti,5,1 tahun lalu,"Harga tiket 120.000/org, sudah bisa memikmati semua sudut serta show mobil. Jangan lupa juga nikmati jajan-jajan di pasar apung dengan berbagai macam pilihan makanan dari 6 negara.",Museum Angkut,Hari biasa
Djoni Setiawan,5,6 bulan lalu,Museum berbagai jenis kendaraan yang digunakan manusia. Dapat menjadi salah satu lokasi belajar anak-anak terkait perkembangan dunia transportasi. Anak-anak dapat ikut serta berinteraksi pada beberapa tempat untuk belajar terkait cara kerja dan jenis kendaraan.,Museum Angkut,Hari libur nasional
Yusrisal Dwi,5,1 tahun lalu,"Sdh kesini 3x tp nggak pernah bosen. Min, tambahin museum kereta api gitu tambah keren lho krn kereta api kan kendaraan asli Indonesia. Jd sejarah perkeretaapian dr zaman dahulu smp skr. Syukur2 ada contoh kereta apinya",Museum Angkut,Hari biasa
Sri Handayani,4,2 bulan lalu,koleksi mobil antiknya masih sangat well maintenance,Museum Angkut,Akhir pekan
Ita Chaerunnisa,5,5 bulan lalu,"Dateng sblm jam 12 bisa nonton seremonial pembukaan museum angkut, ternyata ga cukup sehari yah, dr buka smpe jam 5 sore pun capek tp blm puas rasanya 😂",Museum Angkut,Akhir pekan
Vhi,5,6 bulan lalu,"Menyenangkan !! berbagai macam angkutan ada disana, sangat antik2 sekali… disana lengkap banget ..",Museum Angkut,Hari libur nasional
sari tama,4,1 tahun lalu,"Banyak jenis kendaraan yang dipajang. Pasar apung baru keliatan hidup menjelang sore. Jajan pasarnya enak yang di pasar apung, bisa dibeli pakai voucher dari pembelian tiket masuk. Setiap 1 tiket masuk dapat 1 voucher senilai Rp. 7.500 Sebaiknya ke sini diatas jam 15.00",Museum Angkut,Hari biasa
Ananda Putri,5,5 bulan lalu,"Tempat wisata yang luar biasa. Konsepnya keren, dibagi beberapa negara. Setiap jam 15.00, 16.30 dan 18.30 ada atraksi.",Museum Angkut,Hari libur nasional
Hardiyanto Wiryono,5,6 bulan lalu,"Harga tiket sangat murah jika dibandingkan dengan semua fasilitas yang ada, the best lah di jawa timur",Museum Angkut,Hari biasa
Iruma Nisa,5,11 bulan lalu,"Cocok banget buat anakku yg pecinta transportasi, ada parade sama shownya di sore hari, kendaraan yg dipajang juga bagus"" mulai kendaraan kuno sampe kendaraan jaman sekarang",Museum Angkut,Hari libur nasional
andita “andita1314” 1314,5,1 tahun lalu,Keren pokoknya semoga terus dikembangkan ya,Museum Angkut,Akhir pekan
Eva Nur Chanifah,5,1 tahun lalu,"Koleksi kendaraan bermotornya sangat lengkap sekali. Kemarin datang sempat hujan, agak kebasahan dikit karena 80% indoor.",Museum Angkut,Hari libur nasional
Sonya Indriati,5,1 tahun lalu,"Tahun 2017 ke tempat ini, sudah banyak perubahan saat pergi lagi kemarin awal Juni. Sangat menyenangkan. Benar2 enjoy dan banyak spot untuk selfie. Great memory with family.",Museum Angkut,Hari biasa
Tri,5,3 bulan lalu,"Bagus untuk ngisi waktu liburan sekolah anak,dan menambah pengetahuan tentang transportasi dari masa ke masa",Museum Angkut,Hari libur nasional
Fianita Fathar,5,1 tahun lalu,"Ada apa di Musium Angkut Batu Malang ? Tadinya mengira di sini hanya akan melihat mobil2 tua kolektor yang di pajang di ruangan besar yang membosankan, mana tiketnya lebih dari seratus ribuan 🤣. Belum lagi setiap hari selalu ada atraksi Man On Fire pukul 15.20 (yang ga sempat kami tonton karena baru datang dan ga tau ada pertunjukan) dan Car and Costume Parade pukul 16.30 yang waktu kami datang pakai costum pahlawan Marvel naik mobil antik. Setelah itu mereka memgajak penonton seru seruan aerobik bareng dibawah turunnya ""hujan salju"". So Musium Angkut Batu Malang ini wajib di kunjungi tanpa ragu, masuk terus sampai tempat terdalam dan terbaik di sini. Kupon makan 7.500 per orang bisa digunakan di pasar apung, spot terakhir sebelum keluar museum. Sepertinya perlu beberapa kali kunjungan supaya bisa mengekplorasi dengan lengkap.",Museum Angkut,Hari biasa
Ning Dyah,4,1 tahun lalu,"Cocok untuk wisata edukasi, dan bagi pecinta otomotif. Koleksi mobil dan motornya cukup lengkap dari jenis dan tahunnya. Atraksinya juga oke banget, sangat bisa membuat suasana jadi gembira dan menarik. Meski tiket masuk termasuk tinggi namun masih sesuai lah. Mungkin nantinya untuk area makan/ pasar terapung bisa lebih ditingkatkan. Mindset pasar terapungnya belum dapat sih menurut aku. Dan varian makanan tradisionalnya juga belum banyak.",Museum Angkut,Akhir pekan
subagus fredi nugroho,5,10 bulan lalu,"Sangat menarik dikunjungi baik keluarga atau rekreasi kantor. Koleksi kendaraan sangat banyak,ada pertunjukan di jam2 tertentu,penjual makanan, cinderamata banyak. Sangat menyenangkan berkunjung ke museum angkut",Museum Angkut,Akhir pekan
R S******,4,1 tahun lalu,"Karena ini bukan pengalaman pertama kesini, jadi udh nggak terlalu menarik lagi.kecuali kalo ada spot2 atau wahana baru, ternyata setelah sekian tahun (8 tahunan) ttp aja sama nggak ada perubahan maupun penambahan",Museum Angkut,Akhir pekan
Alan Adipraja,5,1 tahun lalu,"Dulu awal ke sini bulan Desember saat libur nataru tahun 2014, rame banget dan gak jadi masuk krn mungkin baru awal pembukaan. Ke sini lagi di libur nataru Desember 2023, rame sih tapi antreannya gak panjang kok. Meski sudah banyak wahana baru di sekitar kota Batu, museum angkut masih tetap bagus dan ada show di jam tertentu. Cocok untuk liburan keluarga",Museum Angkut,Hari libur nasional
Dewi Anggraini,5,1 tahun lalu,Menambah wawasan itu pasti👍... happy pasti karna berkunjung bersama keluarga😍... hari ini Rabu 27 Desember 2023 cukup ramai mgkn karna banyak yg cuti menjelang akhir tahun😊... tempat yg dibuat dgn sedetail mgkn dan jelas disetiap sudutnya sangat tertata dgn sangat baik👍... tempat yg cocok buat edukasi n rekreasi... tempat wisata dan belajar yg recommended👍👍👍,Museum Angkut,Hari biasa
Kkk Vvc,5,1 tahun lalu,"Pengalaman yg sangat menyenangkan..semua nya lengkap bisa liat apa saja, pas banget bawa anak² bisa edukasi juga, Museum Angkut TERBAIK",Museum Angkut,Akhir pekan
Amy Pawitan,3,10 bulan lalu,"Waktu buat ni review, blon bisa masuk dan uda ngantri di loket 50 menit+++, padahal uda beli tiket online di salah satu penyedia. Penyebabnya? Loket nya ga siap tiket. 😅 Loket online di samakan dengan loket yang untuk pembelian grup besar. Malah pake edc lebih cepet antriannya... Mgkn bisa dipertimbangkan ya loket nya biar kita yang uda beli online ga nyesek masi mesti ngantri kaya ga pny tiket. ( ada loket nya tp di tutup yg online) Ato mending pake edc aja langsung, ga usa beli lewat online.... toh di sini engga di fasilitasi untuk yang pembelian online.",Museum Angkut,Akhir pekan
intan rachmania,5,7 bulan lalu,"Tempat wisata di kota batu paling recomended. Anak pun sangat senang ketika diajak kesini, tempatnya nyaman dan bersih. Tersedia pertunjukkan man on fire. Sukses management museum angkut",Museum Angkut,Hari libur nasional
Sofyan Adi,5,1 tahun lalu,"Seru banget kesini, waktu itu beli tiket terusan dari Jatim Park I. Banyak kendaraa2 antik, sepanjang rute juga gak bosen soalnya menarik2 semua. Kebetulan lagi sedang ada pertunjukan mobil di tengah2 area. cocok banget bareng keluarga jalan2 kesini.",Museum Angkut,Akhir pekan
Arief Javaness,5,2 bulan lalu,Wahana keluarga dan juga wahana edukasi tentang alat transportasi dunia,Museum Angkut,Hari libur nasional
Budiono Darmadji,5,2 bulan lalu,"Ke sini tdk pas weekend, tapi ya tetap ramai Ditambah suasana gerimis.",Museum Angkut,Hari biasa
Mustofa Tofa,5,2 tahun lalu,Masya Allah tabarakallah... Pertma kali kesini setelah sekian tahun cuma pengen doank... Akhirnya diajak beasti kesini... 🥰🥰🥰🥰thanks musium angkut.. The best pokoknya..,Museum Angkut,Hari biasa
Larasati Wardani,5,2 tahun lalu,"Koleksi mobil, sepeda motor sampai ke helicopter. Apalagi koleksi mobil nya lengkap banget, pas banget hari ini ada atraksi fire car dan panggung broadway gembira gitu so padet ya, terlalu penuh pengunjunh jadi ga bisa terlalu enjoy 😭, and the most one i do really admire is there’s Toilet you can easily found! 😃 dan bersih! Beli tiket terusan dengan Jatim Park 1, worth it! Tapi baik ke Jatim Park 1 nya dulu ya sesuai dengan Info dari Miss miss ticketing nya karena Jatim Park 1 cuma beroperasi sampai jam 4 sore aja.",Museum Angkut,Hari libur nasional
Sidya Yatra Subhiksa,5,1 tahun lalu,"Mungkin ini museum otomotif dengan koleksi terlengkap di Indonesia dari segi tipe kendaraan dan range tahun pembuatan. Ada mobil-mobil generasi pertama seperti Ford T-model, exotic car seperti Ford Mustang, GT Shelby Cobra atau Maseratti juga ada di sini. Museum dibuka jam 12.00 WIB. Setelah dari parkiran, yang pertama ditemui adalah mushola dan Floating Market/food court pasar apung, saya sarankan makan/minum dulu di sini untuk energi sebelum menjelajah museum. Saya membeli tiket masuknya di aplikasi Tr*vel*ka. Setelah menukar/membeli tiket di loket, kita akan disambut koleksi mobil-mobil retro American seperti Ford Lincoln tahun 1970an. Display koleksi diatur berdasarkan asal negara/kawasan pembuat mobil. Di tengah rute museum, kita bisa menyaksikan pertunjukan drifting/slalom mulai jam 15.00 WIB oleh para drifter profesional. Menurut saya, di sini serunya ke museum ini. Selain menonton, pengunjung bisa juga merasakan jadi penumpang di kursi hot seat, tinggal tunjuk tangan saja ketika ditawarkan oleh kru show. Untuk keliling seluruh museum termasuk nonton show butuh waktu sekitar 3-4 jam. Selesai keliling museum, kalau ada voucher jajanan yang tadi diperoleh di loket tiket masuk, bisa ditukarkan dengan makanan/minuman di Floating Market.",Museum Angkut,Akhir pekan
della tiara,5,11 bulan lalu,tempatnya bagusss fasilitas memadai petunjuk perjalanan juga jelas karyawan nya ramah semua kebetulan anak saya ditunjuk ikut atraksinya seneng dan safety banget 😍😍,Museum Angkut,Hari biasa
Misran,5,10 bulan lalu,Memuaskan untuk area Museum Angkut+ dan paling senang saat berpartisipasi di Man Of Fire Show (naik mobil drift). Tanpa mengantre krn datang duluan sebelum jam buka (operasional).,Museum Angkut,Hari biasa
Tias Agustin,5,6 bulan lalu,"Tempatnya bagus kendaraan antik membuat seakan nostalgia pada masanya, dan cocok buat edukasi untuk anak",Museum Angkut,Hari biasa
Firda Rahmah,5,9 bulan lalu,Bagus. Apalagi acara sore menjelang malam nya ituuu keren ada penampilan spesial. Semakin dijelajahi ternyata tempatnya luas.,Museum Angkut,Akhir pekan
Rahmawati Lestari,5,1 tahun lalu,"Sudah lebih 5x kesini tapi setiap kali kesini pasti ada yg berubah 😁 untuk harga stabil gk pernah naik spertinya, harga tetap 100 rb untuk wekday dn wekend 👍🏻 rekomen sy untuk kawan2 menghabiskan wekend disini krn harga sama..",Museum Angkut,Hari libur nasional
Riska Diana,5,1 tahun lalu,"Destinasi wajib kalau ke Batu. Apalagi penggemar kendaraan-kendaraan wajib banget kesini gak cuma mobil, ada motor, miniatur pesawat, kereta api terus areanya super luas dengan aneka tema ampe kayak podium formula one juga ada. Di jam-jam tertentu juga ada pertunjukan. Kemarin sempet liat man fire. Pengunjung bisa dapet kesempatan ikutan naik mobil yang lagi atraksi juga. Tiket 120K per orang plus kalau bawa kamera nambah 30K lagi. Kita juga udah dapet voucher potongan diskon untuk makanan di area food court. Tapi kemarin gak dipake buat beli makan tapi ditukar dengan minuman gratis bisa pilih beberapa minuman yang senilai voucher kayak teh pucuk, kopi golda, milku dll.",Museum Angkut,Akhir pekan
eliza beth,5,1 tahun lalu,"Pasar Apung letak nya masih 1 area sama museum angkut. Masuk parkir bayar 8rb. Kalau mau masuk ke museum angkut tiket nya macam2 ya : weekday, weekend bisa sampai 125rb. Tapi kalau cuma ke pasar Apung ya cm bayar parkir aja. Pasar Apung ini banyak sekali jual makanan (ada 6 negara : cina, Thailand, Korea, indonesia, Jepang) Area parkir nya luas banget bisa muat kurang lebih 50 mobil.",Museum Angkut,Hari libur nasional
Muhamad Lutfi,5,1 tahun lalu,"Tempat yang bagus untuk wisata edukasi, tempatnya luas sekali tidak cukup sehari kita explore museum angkut. restonya juga banyak ada yang indoor outdoor beragam menu bisa menjadi pilihan wisatawan yang berkunjung. Banyak wahana edukasi yang bisa kita kunjungi terutama untuk anak2 kita yang masih duduk dibangku sekolah untuk belajar moda transportasi dari jaman pertama kali diketemukannya hingga jaman sekarang yang sudah canggih...pokoknya recommended banget buat wisata keluarga",Museum Angkut,Hari biasa
Eunike Oktavina,5,1 minggu lalu,"tempatnya nyaman, bersih, estetik, koleksi kendaraan antiknya lengkap, ada karnaval kendaraan2 antik,tersedia toko oleh2 khas malang",Museum Angkut,Hari biasa
maida puspasari,5,10 bulan lalu,Ada kupon yg boleh ditukar di FC senilai 10rb tp kenyataan nya cuma bisa dpt sekitar 3-4rb,Museum Angkut,Hari biasa
Ahmad Saubari,5,1 tahun lalu,"Saya dan teman2 ke sini pada hari Sabtu, 30-12-23. Museum ini berada di kota Batu, Malang. Terdapat berbagai macam kendaraan bermotor antik dari berbagai macam negara, tempatnya sangat luas sehingga kaki saya sangat pegal. 🤣",Museum Angkut,Hari libur nasional
N S,5,1 tahun lalu,Kalau sore ada atraksi mobil.. keren lah pokoknya... lokasi di batu...kalau lagi liburan ke malang wajib ke sini ya..,Museum Angkut,Hari biasa
Just _Lea,4,1 tahun lalu,"Koleksinya memang ok dan tidak main2, bagus and welldone. Show tetap jalan meski low season, membuat pengunjung terhibur. Restroom bersih mungkin karena tidak overload pengunjung.",Museum Angkut,Hari biasa
Hryu Channel,5,1 bulan lalu,"Saya kira awal tidak terlalu besar.. Ternyata cukup besar dan luas, dengan koleksi mobil antik yg sebagian besar masih bisa hidup. Tempat makannya juga lengkap dan enak.",Museum Angkut,Hari libur nasional
Wisnu Purnomo,5,2 bulan lalu,"Lengkap, pelayanan bagus, kendaraan yg di pamerkan terjaga dengan baik, keseluruhan bagus👍",Museum Angkut,Akhir pekan
Radilla Putri,5,2 tahun lalu,"Sebagaimana namanya, disini ada banyak sekali alat angkutan, 80% nya adalah dr jenis mobil. Di halaman depan akan disambut dg helikopter dan kapal perang. Masuk ruangan pertama akan disuguhi oleh beraneka jenis mobil. Lalu Di lantai kedua ada gerobak2 jaman dulu, sepeda, dll. Lalu Di bagian atas area utk pesawat. Menuju area pintu keluar nanti bs nonton atraksi balap mobil2 jadul. Seru si, tp sejujurnya agak ngeri karna area penonton dg jalanan tempat balapannya sangat dekat. Kalau terjadi apa2 bs sangat bahaya bagi penonton.. jd kalau mau nonton, better Di tempat yg agak jauh dr mereka atraksi. Yg penting bs liat aja Awalnya sy kira tempat ini kecil sja, ternyata luaaaaaasss dan lumayan melelahkan.. karna ada yg menyediakan tiket bundling, tp saran sy beli tiketnya satu2 aja deh. Karna mengunjungi 1 tempat ini aja sdh sangat menguras tenaga ,, walaupun puasss",Museum Angkut,Hari biasa
Haikal Ramadhan,4,1 tahun lalu,"Museum yang sangat luas sekali, peninggalan-peninggalan angkutan jadul. Selian itu, terdapat beberapa zona berbeda yang terbagi menjadi beberapa wilayah negara. Tentu dengan isi yang berbeda disetiap wilayah sesuai dengan kebudayaan di setiap daerahnya. Terdapat pertunjukan yang digelar setiap hari namun dengan jam yang berbeda-beda. Pertunjukan Vehicle Live Action berlangsung pukul 14.00 WIB, lalu dilanjutkan Man On Fire pukul 15.20 WIB, dan terakhir adalah Cars and Costume Parade pukul 16.30 WIB. Untuk harga tiket masuk Museum Angkut dibanderol sebesar Rp 100.000/orang saat weekday. Sedangkan saat weekend harga tiketnya dipatok Rp 120.000/orang. Museum Angkut buka setiap hari dari pukul 11.00 hingga pukul 20.00 WIB. Disarankan datang sejak siang hari agar kamu puas berkeliling Museum Angkut bersama teman, keluarga, ataupun pasangan.",Museum Angkut,Hari biasa
Agesta coppier,5,6 bulan lalu,Baru pertama kali kesini ternyata tempatnya luas banget,Museum Angkut,Akhir pekan
Tina AnoKenzieDara,5,10 bulan lalu,Udah ke 5x ke sini gk pernah bosan apalagi kl pas ada pertunjukan seruuu aja 😍,Museum Angkut,Akhir pekan
Dina Pramalina,5,1 tahun lalu,"Disini, kita di dalam gedung. Jd g panas2an ya..indoor. Koleksi kendaranaya bnyk. Mulai dari alat transportasi sederhana smp yg kompleks ada. Didesain pula per bagian negara produsen merk kendaraan di dunia. Pas 16.30 ada parade kostum dan kendaraan, show ala2 broadway...areanya luaas. So, siap2 gempor 😅😅😅",Museum Angkut,Hari biasa
wiryudi,5,1 tahun lalu,"Museum ini harus dikunjungi kalau ke Batu, Malang. Koleksinya sangat banyak, langka, juga unik, dan semua kendaraan yang ditampilkan disini, sangat terawat. Kalau kesini cari tahu jadwal show, biar tidak terlewatkan. Disini juga terdapat toko souvenir, game/simulator F1 yang bisa dicoba dengan tarif IDR 25K, dan juga food court area setelah selesai mengunjungi museum. Harga tiket IDR 100K, kalau membawa kamera dikenakan biaya tambahan IDR 30K. Harga sepadan dengan koleksi yang bisa kita lihat. Saran kalau kesini weekdays. Nice",Museum Angkut,Hari biasa
MomAbel Family,5,2 tahun lalu,"Tempat menyenangkan untuk keluarga. Dua kali kesini masih menyenangkan. Area museum bersih, koleksi terawat, carnival show, dan atraksi mobil keren... Buat anak laki hepi banget. Cuma ya siapin tenaga supaya kuat. Ohya jam buka sekarang 11.30-12.00 Entah kenapa siang sekarang. Kami datang jam 12.00... pulang jam 7.00. Puasss... Untuk makanan, di dalam selain cemilan ada CFC. Kelar dari museum makan di pasar apung. Makanan banyak macam dan enak. Ternyata ada plusnya lagi : di sebelah pasar apung ada museum tentara gitu. Bagus! Yang punya anak lagi pasti senang banget. Free loh... area juga luas",Museum Angkut,Akhir pekan
Moch abdul azis,5,1 tahun lalu,"Parkiran luas, makanannya enak enak ramah di kantong, variasi hiburannya bagus, bersih, petugasnya ramah ramah, toiletnya bersih. Mungkin bisa dipertimbangkan tangga yang menuju ke parkiran Bus, agar di mudahkan untuk orang orang tua. Jangan lupa mampir ya yang berada di malang. Terim kasih",Museum Angkut,Hari libur nasional
Asha Syamsuddin,5,2 tahun lalu,"Bagus sekali. Berbagai macam kendaraan baik itu darat, laut dan udara dari jaman dahulu ada disini. Miniatur beberapa kota di Eropa dan Amerika juga ada. HTM 110rb (weekend) n dapat voucher makan. Sangat recommended. 👍👍👍",Museum Angkut,Akhir pekan
Yoo chan Mazaza,5,6 bulan lalu,"Museum angkut, tempat wisata yang keren dan bagus. Cocok buat bawa keluarga, sambil belajar dan kenalan dengan berbagai macam koleksi kendaraan yang ada",Museum Angkut,Akhir pekan
Kinkin Telur,5,1 minggu lalu,Bisa sambil belajar tahun pembuatan mobil-mobil Classic,Museum Angkut,Hari biasa
Tasya Altamyra Fauzia,5,10 bulan lalu,"Dateng kesorean jadi gak sempat liat paradenya, tapi kesempatan liat shownya dan pengalaman yang seruuuu. Jangan lewatin satu spot sekalipun karena seruuu bangeet. Pas keluar liat viewnya cantiiik pollll. Worth it!",Museum Angkut,Akhir pekan
